公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-06-05,SSE,国泰海通证券股份有限公司,511190,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820861.shtml
2026-06-05,SSE,兴业证券股份有限公司,512430,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820872.shtml
2026-06-05,SSE,国投证券股份有限公司,526000,2026-06-08,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820870.shtml
2026-06-05,SSE,浙商证券股份有限公司,526000,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820880.shtml
2026-06-05,SSE,兴业证券股份有限公司,560670,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820874.shtml
2026-06-05,SSE,国信证券股份有限公司,560670,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820876.shtml
2026-06-05,SSE,方正证券股份有限公司,560670,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820866.shtml
2026-06-05,SSE,中信证券股份有限公司,560970,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820863.shtml
2026-06-05,SSE,国信证券股份有限公司,560970,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820878.shtml
2026-06-05,SSE,方正证券股份有限公司,560970,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820868.shtml
2026-06-05,SSE,浙商证券股份有限公司,561170,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820882.shtml
2026-06-05,SSE,浙商证券股份有限公司,588380,2026-06-08,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260605_10820884.shtml
2026-06-05,SZSE,东方财富证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,中信建投证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,中信证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,中国国际金融股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,兴业证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,国信证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,国泰海通证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,山西证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,广发证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,招商证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,方正证券股份有限公司,159033,2026-06-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7a7233c-e495-43df-b469-bbf96e695cec
2026-06-05,SZSE,东海证券股份有限公司,159813,2026-06-05,终止,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?9e4c99db-ddea-43a2-8c7f-26abe45336ea
