公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-07-02,SSE,东方财富证券股份有限公司,510140,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824193.shtml
2026-07-02,SSE,华安证券股份有限公司,512940,2026-07-03,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824187.shtml
2026-07-02,SSE,广发证券股份有限公司,560920,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824197.shtml
2026-07-02,SSE,招商证券股份有限公司,560920,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824185.shtml
2026-07-02,SSE,方正证券股份有限公司,560920,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824179.shtml
2026-07-02,SSE,中信建投证券股份有限公司,561460,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824177.shtml
2026-07-02,SSE,广发证券股份有限公司,561460,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824195.shtml
2026-07-02,SSE,方正证券股份有限公司,561460,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824181.shtml
2026-07-02,SSE,国信证券股份有限公司,589130,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824189.shtml
2026-07-02,SSE,中信建投证券股份有限公司,589310,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824175.shtml
2026-07-02,SSE,中信证券股份有限公司,589310,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824191.shtml
2026-07-02,SSE,兴业证券股份有限公司,589360,2026-07-03,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260702_10824183.shtml
2026-07-02,SZSE,华泰证券股份有限公司,159041,2026-07-02,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?983f7236-e96d-44b0-b86e-490fafb42442; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?ddfa0585-30cd-4d6e-8b16-ccea2e975ca6
2026-07-02,SZSE,兴业证券股份有限公司,159057,2026-07-02,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?aceae34b-7f0d-4494-b1d4-2bf57849c284
2026-07-02,SZSE,华安证券股份有限公司,159267,2026-07-02,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?6688043c-db6d-4cab-af93-4e239082dcbe
2026-07-02,SZSE,浙商证券股份有限公司,159547,2026-07-02,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?8f33a743-714f-4c7c-8e5a-75bf42cbcc1c
2026-07-02,SZSE,浙商证券股份有限公司,159652,2026-07-02,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?f5cfc120-da3d-45b0-baf4-4bc3b168b8cf
2026-07-02,SZSE,东方财富证券股份有限公司,159673,2026-07-02,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?a081b9ce-6206-4396-b087-4fbc8d393b00; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?dd391d24-7e20-470f-9004-3313faf9dd60
2026-07-02,SZSE,东方财富证券股份有限公司,159681,2026-07-02,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?a081b9ce-6206-4396-b087-4fbc8d393b00; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?dd391d24-7e20-470f-9004-3313faf9dd60
2026-07-02,SZSE,华泰证券股份有限公司,159717,2026-07-02,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?983f7236-e96d-44b0-b86e-490fafb42442; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?ddfa0585-30cd-4d6e-8b16-ccea2e975ca6
