公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-06-01,SSE,国金证券股份有限公司,513180,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820436.shtml
2026-06-01,SSE,中信证券股份有限公司,516460,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820448.shtml
2026-06-01,SSE,中国国际金融股份有限公司,516460,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820428.shtml
2026-06-01,SSE,国泰海通证券股份有限公司,516460,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820444.shtml
2026-06-01,SSE,中信证券股份有限公司,526000,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820450.shtml
2026-06-01,SSE,广发证券股份有限公司,526000,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820434.shtml
2026-06-01,SSE,国泰海通证券股份有限公司,561330,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820438.shtml
2026-06-01,SSE,国泰海通证券股份有限公司,561360,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820442.shtml
2026-06-01,SSE,东海证券股份有限公司,588190,2026-06-02,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820454.shtml
2026-06-01,SSE,中信证券股份有限公司,589020,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820452.shtml
2026-06-01,SSE,中国国际金融股份有限公司,589020,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820430.shtml
2026-06-01,SSE,国泰海通证券股份有限公司,589020,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820446.shtml
2026-06-01,SSE,国泰海通证券股份有限公司,589220,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820440.shtml
2026-06-01,SSE,广发证券股份有限公司,589320,2026-06-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260601_10820432.shtml
2026-06-01,SZSE,广发证券股份有限公司,159031,2026-06-01,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?26fc205b-7dcf-44c2-be2a-e051b375f523
2026-06-01,SZSE,招商证券股份有限公司,159031,2026-06-01,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?26fc205b-7dcf-44c2-be2a-e051b375f523
2026-06-01,SZSE,中国国际金融股份有限公司,159177,2026-06-01,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?0af11dc1-2171-4917-a704-a320077a5d28; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?b7b7377c-679b-42f5-b2e9-ef94e597e98d
2026-06-01,SZSE,广发证券股份有限公司,159226,2026-06-01,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?09559d06-4737-4781-a997-fba046ac5658; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?3d2bf4b6-9df1-4032-8133-dbb2d8373b25; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?4e1a82b6-6841-4a2a-bf19-443ecb547355; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?7164e6f3-598e-436f-8389-e3f9740c9d8a; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?9d46c72b-9d2a-4396-89df-811045a6143b; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?cbdf1a3b-d53c-40df-aab5-08a9bb3f058f; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?cf184e08-e345-4b46-b708-caa959922e71; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?da4eee55-4608-4935-8346-fa5bdfc86239
2026-06-01,SZSE,东吴证券股份有限公司,159229,2026-06-01,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?00db4b8f-4d24-45fd-ac34-fd8f24e220f5
2026-06-01,SZSE,广发证券股份有限公司,159229,2026-06-01,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?00db4b8f-4d24-45fd-ac34-fd8f24e220f5
