公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-07-21,SSE,申万宏源证券有限公司,513810,2026-07-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260721_10826377.shtml
2026-07-21,SSE,中国国际金融股份有限公司,561630,2026-07-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260721_10826369.shtml
2026-07-21,SSE,方正证券股份有限公司,561630,2026-07-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260721_10826375.shtml
2026-07-21,SSE,中信建投证券股份有限公司,588130,2026-07-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260721_10826373.shtml
2026-07-21,SSE,中信建投证券股份有限公司,589360,2026-07-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260721_10826371.shtml
2026-07-21,SZSE,广发证券股份有限公司,159039,2026-07-21,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?5998a90a-e0e4-45ac-a57d-2361f00da95d
