公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-08-05,SSE,东海证券股份有限公司,510500,2026-08-06,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828041.shtml
2026-08-05,SSE,东海证券股份有限公司,512000,2026-08-06,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828043.shtml
2026-08-05,SSE,东海证券股份有限公司,512700,2026-08-06,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828039.shtml
2026-08-05,SSE,东方财富证券股份有限公司,515050,2026-08-06,终止,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828033.shtml
2026-08-05,SSE,东方财富证券股份有限公司,515070,2026-08-06,终止,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828031.shtml
2026-08-05,SSE,东海证券股份有限公司,515070,2026-08-06,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828045.shtml
2026-08-05,SSE,国信证券股份有限公司,560730,2026-08-06,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828029.shtml
2026-08-05,SSE,华泰证券股份有限公司,562530,2026-08-06,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828035.shtml
2026-08-05,SSE,华泰证券股份有限公司,589210,2026-08-06,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260805_10828037.shtml
2026-08-05,SZSE,中信建投证券股份有限公司,158009,2026-08-06,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?e65ace89-92c8-4e0e-a69b-cf825c42f435
2026-08-05,SZSE,中信证券股份有限公司,158009,2026-08-06,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?e65ace89-92c8-4e0e-a69b-cf825c42f435
2026-08-05,SZSE,招商证券股份有限公司,158009,2026-08-06,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?e65ace89-92c8-4e0e-a69b-cf825c42f435
2026-08-05,SZSE,西部证券股份有限公司,158009,2026-08-06,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?e65ace89-92c8-4e0e-a69b-cf825c42f435
2026-08-05,SZSE,招商证券股份有限公司,159075,2026-08-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?0a45af19-15b8-4046-9418-a31ccedf1e21
2026-08-05,SZSE,国信证券股份有限公司,159086,2026-08-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?3947ef02-84e3-418e-9a44-f4e10ba3cb54
2026-08-05,SZSE,招商证券股份有限公司,159086,2026-08-05,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?3947ef02-84e3-418e-9a44-f4e10ba3cb54
