公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-04-29,SSE,国泰海通证券股份有限公司,511090,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817155.shtml
2026-04-29,SSE,国泰海通证券股份有限公司,511150,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817163.shtml
2026-04-29,SSE,国泰海通证券股份有限公司,511160,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817159.shtml
2026-04-29,SSE,广发证券股份有限公司,512430,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817179.shtml
2026-04-29,SSE,国泰海通证券股份有限公司,517800,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817169.shtml
2026-04-29,SSE,中信证券股份有限公司,526050,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817171.shtml
2026-04-29,SSE,兴业证券股份有限公司,526050,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817175.shtml
2026-04-29,SSE,招商证券股份有限公司,526050,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817181.shtml
2026-04-29,SSE,方正证券股份有限公司,526050,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817187.shtml
2026-04-29,SSE,国泰海通证券股份有限公司,551060,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817157.shtml
2026-04-29,SSE,国泰海通证券股份有限公司,551300,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817161.shtml
2026-04-29,SSE,国信证券股份有限公司,560450,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817165.shtml
2026-04-29,SSE,招商证券股份有限公司,560450,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817183.shtml
2026-04-29,SSE,方正证券股份有限公司,560450,2026-04-30,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260429_10817189.shtml
