公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-05-26,SSE,广发证券股份有限公司,501225,2026-05-27,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819745.shtml
2026-05-26,SSE,西部证券股份有限公司,512500,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819769.shtml
2026-05-26,SSE,东方证券股份有限公司,512640,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819771.shtml
2026-05-26,SSE,广发证券股份有限公司,513310,2026-05-27,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819749.shtml
2026-05-26,SSE,广发证券股份有限公司,513350,2026-05-27,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819747.shtml
2026-05-26,SSE,光大证券股份有限公司,515390,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819753.shtml
2026-05-26,SSE,中国国际金融股份有限公司,520650,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819757.shtml
2026-05-26,SSE,国投证券股份有限公司,560480,2026-05-27,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819767.shtml
2026-05-26,SSE,光大证券股份有限公司,560780,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819751.shtml
2026-05-26,SSE,浙商证券股份有限公司,560780,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819775.shtml
2026-05-26,SSE,中信证券股份有限公司,560910,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819765.shtml
2026-05-26,SSE,中国国际金融股份有限公司,561330,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819761.shtml
2026-05-26,SSE,国信证券股份有限公司,561330,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819739.shtml
2026-05-26,SSE,中国国际金融股份有限公司,561360,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819763.shtml
2026-05-26,SSE,国信证券股份有限公司,561360,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819741.shtml
2026-05-26,SSE,中国国际金融股份有限公司,562810,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819755.shtml
2026-05-26,SSE,东方证券股份有限公司,588850,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819773.shtml
2026-05-26,SSE,中国国际金融股份有限公司,589220,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819759.shtml
2026-05-26,SSE,国信证券股份有限公司,589220,2026-05-27,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260526_10819743.shtml
2026-05-26,SZSE,招商证券股份有限公司,159123,2026-05-27,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?85f229f6-41a6-4c56-9a65-e93f847b6c26; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?887a33fa-597c-430a-9f37-813ea805a053; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?93ad9ebf-9e53-4041-be98-a732f5efb076; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?abc93c0e-a182-4155-b00b-860a9f647436; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?f87b5766-2c16-411e-8b5e-1c1bffd80e32
