公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-07-01,SSE,兴业证券股份有限公司,510370,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824083.shtml
2026-07-01,SSE,兴业证券股份有限公司,510570,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824075.shtml
2026-07-01,SSE,国金证券股份有限公司,513090,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824091.shtml
2026-07-01,SSE,兴业证券股份有限公司,530680,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824085.shtml
2026-07-01,SSE,兴业证券股份有限公司,563560,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824087.shtml
2026-07-01,SSE,兴业证券股份有限公司,563570,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824081.shtml
2026-07-01,SSE,兴业证券股份有限公司,563620,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824079.shtml
2026-07-01,SSE,兴业证券股份有限公司,563650,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824077.shtml
2026-07-01,SSE,中信建投证券股份有限公司,589130,2026-07-02,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260701_10824089.shtml
2026-07-01,SZSE,东方财富证券股份有限公司,159153,2026-07-01,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?52e64a99-d54f-46c9-b44a-cc62a86484bc
2026-07-01,SZSE,申万宏源证券有限公司,159202,2026-07-01,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?874af7e3-fada-4358-95dd-dab0071d89a6
2026-07-01,SZSE,兴业证券股份有限公司,159338,2026-07-01,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?11bbc3e5-d18f-4a00-ba6f-48d76a556058; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2bc4041c-62cf-43ed-b766-968a6b274231; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2facbe47-a96c-447e-8482-8e3e2c74c04f; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?7b9d5956-1dd3-477d-83b4-46a190337e80
2026-07-01,SZSE,招商证券股份有限公司,159377,2026-07-01,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?11bbc3e5-d18f-4a00-ba6f-48d76a556058; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2bc4041c-62cf-43ed-b766-968a6b274231; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2facbe47-a96c-447e-8482-8e3e2c74c04f; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?7b9d5956-1dd3-477d-83b4-46a190337e80
2026-07-01,SZSE,国信证券股份有限公司,159388,2026-07-01,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?11bbc3e5-d18f-4a00-ba6f-48d76a556058; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2bc4041c-62cf-43ed-b766-968a6b274231; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2facbe47-a96c-447e-8482-8e3e2c74c04f; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?7b9d5956-1dd3-477d-83b4-46a190337e80
2026-07-01,SZSE,东海证券股份有限公司,159673,2026-07-01,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?8039bd97-aac1-4b18-9400-c36c900f6d9c
2026-07-01,SZSE,招商证券股份有限公司,159828,2026-07-01,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?11bbc3e5-d18f-4a00-ba6f-48d76a556058; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2bc4041c-62cf-43ed-b766-968a6b274231; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2facbe47-a96c-447e-8482-8e3e2c74c04f; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?7b9d5956-1dd3-477d-83b4-46a190337e80
