公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-07-10,SSE,平安证券股份有限公司,508036,2026-07-13,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260710_10825169.shtml
2026-07-10,SSE,平安证券股份有限公司,515390,2026-07-13,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260710_10825167.shtml
2026-07-10,SSE,中信证券股份有限公司,516440,2026-07-13,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260710_10825159.shtml
2026-07-10,SSE,华泰证券股份有限公司,517120,2026-07-13,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260710_10825165.shtml
2026-07-10,SSE,广发证券股份有限公司,589050,2026-07-13,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260710_10825161.shtml
2026-07-10,SSE,中信证券股份有限公司,589130,2026-07-13,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260710_10825157.shtml
2026-07-10,SSE,广发证券股份有限公司,589900,2026-07-13,终止,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260710_10825163.shtml
2026-07-10,SZSE,方正证券股份有限公司,159068,2026-07-10,新增,流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?aed9e9a3-3cb5-4383-88bd-025520d02534
2026-07-10,SZSE,兴业证券股份有限公司,159630,2026-07-10,终止,流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?e4db6524-6b02-4b72-80cd-e4a23006928e
