公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-04-30,SSE,兴业证券股份有限公司,511010,2026-05-06,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260430_10817296.shtml
2026-04-30,SSE,东方财富证券股份有限公司,511100,2026-05-06,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260430_10817304.shtml
2026-04-30,SSE,东方财富证券股份有限公司,511160,2026-05-06,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260430_10817300.shtml
2026-04-30,SSE,东方财富证券股份有限公司,511200,2026-05-06,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260430_10817302.shtml
2026-04-30,SSE,东方财富证券股份有限公司,551550,2026-05-06,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260430_10817298.shtml
2026-04-30,SSE,华泰证券股份有限公司,560450,2026-05-06,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260430_10817306.shtml
2026-04-30,SSE,申万宏源证券有限公司,560470,2026-05-06,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260430_10817308.shtml
2026-04-30,SZSE,东海证券股份有限公司,159101,2026-04-30,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?06bdc468-7e18-438c-96e3-63f4a6b553cf; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?0911915e-99c1-4f40-994d-806a0f931d14; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?284e5196-9461-492d-b82f-0b91ac954d10; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?351f8692-88ac-4148-be66-8aab8a84f841; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?d82131f0-b05b-4f98-9797-fe8201553758; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?f281178a-1426-43da-9d59-29af005106d9
2026-04-30,SZSE,兴业证券股份有限公司,159192,2026-04-30,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2eb0af54-4a69-4177-8c4e-e1baa020e86b
2026-04-30,SZSE,方正证券股份有限公司,159192,2026-04-30,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?2eb0af54-4a69-4177-8c4e-e1baa020e86b
2026-04-30,SZSE,东海证券股份有限公司,159230,2026-04-30,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?06bdc468-7e18-438c-96e3-63f4a6b553cf; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?0911915e-99c1-4f40-994d-806a0f931d14; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?284e5196-9461-492d-b82f-0b91ac954d10; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?351f8692-88ac-4148-be66-8aab8a84f841; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?d82131f0-b05b-4f98-9797-fe8201553758; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?f281178a-1426-43da-9d59-29af005106d9
2026-04-30,SZSE,东海证券股份有限公司,159301,2026-04-30,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?06bdc468-7e18-438c-96e3-63f4a6b553cf; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?0911915e-99c1-4f40-994d-806a0f931d14; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?284e5196-9461-492d-b82f-0b91ac954d10; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?351f8692-88ac-4148-be66-8aab8a84f841; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?d82131f0-b05b-4f98-9797-fe8201553758; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?f281178a-1426-43da-9d59-29af005106d9
2026-04-30,SZSE,东海证券股份有限公司,159562,2026-04-30,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?06bdc468-7e18-438c-96e3-63f4a6b553cf; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?0911915e-99c1-4f40-994d-806a0f931d14; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?284e5196-9461-492d-b82f-0b91ac954d10; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?351f8692-88ac-4148-be66-8aab8a84f841; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?d82131f0-b05b-4f98-9797-fe8201553758; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?f281178a-1426-43da-9d59-29af005106d9
2026-04-30,SZSE,东海证券股份有限公司,159601,2026-04-30,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?06bdc468-7e18-438c-96e3-63f4a6b553cf; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?0911915e-99c1-4f40-994d-806a0f931d14; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?284e5196-9461-492d-b82f-0b91ac954d10; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?351f8692-88ac-4148-be66-8aab8a84f841; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?d82131f0-b05b-4f98-9797-fe8201553758; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?f281178a-1426-43da-9d59-29af005106d9
2026-04-30,SZSE,东海证券股份有限公司,159666,2026-04-30,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?06bdc468-7e18-438c-96e3-63f4a6b553cf; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?0911915e-99c1-4f40-994d-806a0f931d14; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?284e5196-9461-492d-b82f-0b91ac954d10; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?351f8692-88ac-4148-be66-8aab8a84f841; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?d82131f0-b05b-4f98-9797-fe8201553758; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?f281178a-1426-43da-9d59-29af005106d9
2026-04-30,SZSE,兴业证券股份有限公司,159738,2026-04-30,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?44a279f5-346e-4dfd-8074-2ec2c1cafc9d
