公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-06-11,SSE,中信证券股份有限公司,501203,2026-06-12,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821463.shtml
2026-06-11,SSE,中信证券股份有限公司,501208,2026-06-12,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821461.shtml
2026-06-11,SSE,中信证券股份有限公司,506002,2026-06-12,终止,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821459.shtml
2026-06-11,SSE,东方证券股份有限公司,508001,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821597.shtml
2026-06-11,SSE,东方证券股份有限公司,510300,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821513.shtml
2026-06-11,SSE,西部证券股份有限公司,510410,2026-06-12,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821577.shtml
2026-06-11,SSE,西部证券股份有限公司,510650,2026-06-12,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821565.shtml
2026-06-11,SSE,东方证券股份有限公司,510760,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821557.shtml
2026-06-11,SSE,东方证券股份有限公司,512170,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821551.shtml
2026-06-11,SSE,东方证券股份有限公司,512660,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821549.shtml
2026-06-11,SSE,东方证券股份有限公司,512670,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821547.shtml
2026-06-11,SSE,东方证券股份有限公司,512700,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821563.shtml
2026-06-11,SSE,东方证券股份有限公司,512820,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821509.shtml
2026-06-11,SSE,东方证券股份有限公司,512880,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821497.shtml
2026-06-11,SSE,东方证券股份有限公司,512980,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821485.shtml
2026-06-11,SSE,东方证券股份有限公司,513090,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821469.shtml
2026-06-11,SSE,中信建投证券股份有限公司,513100,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821453.shtml
2026-06-11,SSE,东方证券股份有限公司,513180,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821505.shtml
2026-06-11,SSE,中信建投证券股份有限公司,513300,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821455.shtml
2026-06-11,SSE,中信建投证券股份有限公司,513500,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821451.shtml
2026-06-11,SSE,东方证券股份有限公司,513600,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821507.shtml
2026-06-11,SSE,东方证券股份有限公司,513660,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821503.shtml
2026-06-11,SSE,中信建投证券股份有限公司,513880,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821457.shtml
2026-06-11,SSE,东方证券股份有限公司,515010,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821487.shtml
2026-06-11,SSE,东方证券股份有限公司,515030,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821499.shtml
2026-06-11,SSE,东方证券股份有限公司,515050,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821495.shtml
2026-06-11,SSE,东方证券股份有限公司,515070,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821511.shtml
2026-06-11,SSE,东方证券股份有限公司,515080,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821523.shtml
2026-06-11,SSE,东方证券股份有限公司,515100,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821491.shtml
2026-06-11,SSE,东方证券股份有限公司,515170,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821561.shtml
2026-06-11,SSE,西部证券股份有限公司,515210,2026-06-12,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821575.shtml
2026-06-11,SSE,东方证券股份有限公司,515220,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821515.shtml
2026-06-11,SSE,东方证券股份有限公司,515250,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821521.shtml
2026-06-11,SSE,东方证券股份有限公司,515300,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821489.shtml
2026-06-11,SSE,东方证券股份有限公司,515320,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821587.shtml
2026-06-11,SSE,东方证券股份有限公司,515400,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821477.shtml
2026-06-11,SSE,东方证券股份有限公司,515650,2026-06-12,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260611_10821483.shtml
