公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-05-29,SSE,申万宏源证券有限公司,511770,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820223.shtml
2026-05-29,SSE,东海证券股份有限公司,516630,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820209.shtml
2026-05-29,SSE,中信建投证券股份有限公司,517130,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820195.shtml
2026-05-29,SSE,招商证券股份有限公司,517130,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820189.shtml
2026-05-29,SSE,方正证券股份有限公司,517130,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820217.shtml
2026-05-29,SSE,中国国际金融股份有限公司,520710,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820221.shtml
2026-05-29,SSE,华泰证券股份有限公司,520710,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820219.shtml
2026-05-29,SSE,招商证券股份有限公司,520710,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820193.shtml
2026-05-29,SSE,中信建投证券股份有限公司,526000,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820197.shtml
2026-05-29,SSE,中信证券股份有限公司,560490,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820191.shtml
2026-05-29,SSE,兴业证券股份有限公司,560490,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820205.shtml
2026-05-29,SSE,中信证券股份有限公司,561030,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820215.shtml
2026-05-29,SSE,兴业证券股份有限公司,561030,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820199.shtml
2026-05-29,SSE,兴业证券股份有限公司,561330,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820201.shtml
2026-05-29,SSE,兴业证券股份有限公司,561360,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820203.shtml
2026-05-29,SSE,方正证券股份有限公司,588470,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820213.shtml
2026-05-29,SSE,东海证券股份有限公司,589020,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820207.shtml
2026-05-29,SSE,东海证券股份有限公司,589520,2026-06-01,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260529_10820211.shtml
2026-05-29,SZSE,浙商证券股份有限公司,159139,2026-05-29,新增,主流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?665a7371-4a8e-4c91-948c-2e63e131842e
