公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-05-21,SSE,东海证券股份有限公司,510580,2026-05-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819199.shtml
2026-05-21,SSE,华泰证券股份有限公司,560250,2026-05-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819213.shtml
2026-05-21,SSE,国信证券股份有限公司,560250,2026-05-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819209.shtml
2026-05-21,SSE,国投证券股份有限公司,560420,2026-05-22,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819203.shtml
2026-05-21,SSE,国投证券股份有限公司,560910,2026-05-22,新增,一般做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819205.shtml
2026-05-21,SSE,东海证券股份有限公司,561050,2026-05-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819201.shtml
2026-05-21,SSE,中信建投证券股份有限公司,561050,2026-05-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819215.shtml
2026-05-21,SSE,国信证券股份有限公司,561050,2026-05-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819207.shtml
2026-05-21,SSE,招商证券股份有限公司,561050,2026-05-22,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260521_10819211.shtml
2026-05-21,SZSE,广发证券股份有限公司,159029,2026-05-21,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?76925066-6807-412a-b31d-89d619f5cd4d
2026-05-21,SZSE,方正证券股份有限公司,159029,2026-05-21,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?76925066-6807-412a-b31d-89d619f5cd4d
2026-05-21,SZSE,长江证券股份有限公司,159029,2026-05-21,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?76925066-6807-412a-b31d-89d619f5cd4d
2026-05-21,SZSE,中信证券股份有限公司,159038,2026-05-21,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?df435566-9db2-44a3-a3e4-f9aa5f8aa52a
2026-05-21,SZSE,广发证券股份有限公司,159038,2026-05-21,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?df435566-9db2-44a3-a3e4-f9aa5f8aa52a
2026-05-21,SZSE,申万宏源证券有限公司,159038,2026-05-21,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?df435566-9db2-44a3-a3e4-f9aa5f8aa52a
2026-05-21,SZSE,国泰海通证券股份有限公司,159177,2026-05-21,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?59f50606-29bd-4a5a-8af2-784838d211e0; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?aad36db3-f25c-4ae8-9b4c-683537ddc4ee; https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?d1589b67-dc6e-4f51-99ac-55365b52ca4a
