公告发布日期,交易所,做市商,证券代码,生效日期,动作,服务类型原文,来源URL
2026-06-03,SSE,兴业证券股份有限公司,516370,2026-06-04,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260603_10820667.shtml
2026-06-03,SSE,中信建投证券股份有限公司,516460,2026-06-04,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260603_10820671.shtml
2026-06-03,SSE,广发证券股份有限公司,560830,2026-06-04,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260603_10820665.shtml
2026-06-03,SSE,方正证券股份有限公司,561660,2026-06-04,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260603_10820661.shtml
2026-06-03,SSE,方正证券股份有限公司,562350,2026-06-04,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260603_10820663.shtml
2026-06-03,SSE,中信建投证券股份有限公司,589020,2026-06-04,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260603_10820669.shtml
2026-06-03,SSE,方正证券股份有限公司,589150,2026-06-04,新增,主做市服务,https://www.sse.com.cn/disclosure/announcement/general/jjzssgg/c/c_20260603_10820659.shtml
2026-06-03,SZSE,兴业证券股份有限公司,159269,2026-06-04,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?d051f217-a07a-4522-9ee0-b72ef67a94be
2026-06-03,SZSE,兴业证券股份有限公司,159297,2026-06-04,新增,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?9dea9dd6-0ac6-46b8-9836-e107bbbb870b
2026-06-03,SZSE,华泰证券股份有限公司,159976,2026-06-03,终止,一般流动性服务商,https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?7dff6912-7766-4357-bbf5-8b4cd584718c
